0,24,51
2,26,46
4,26,47
6,26,47
8,26,47
10,26,47
12,26,47
14,26,95
16,26,95
18,26,95
20,26,95
22,26,77
24,26,67
26,26,64
28,26,67
30,26,65
32,27,63
34,27,61
36,27,60
38,27,57
40,27,57
42,28,53
44,28,51
46,28,49
48,29,48
50,29,47
52,29,46
54,29,44
56,29,44
58,29,69
60,30,63
62,30,56
64,30,51
66,30,46
68,30,43
70,30,41
72,30,39
